"Study_No" "No of arms" "Study_year" "Drug" "Dose_range" "No_randomised" "Responders" "Dropouts_total" "Dropouts_sideeffects" "N compimputed" "Mean" "SD" "hayasaka_ddd" "ddd" "jakubovski_ddd" "Dose_delivered_mean" "type" "logRR" "selogRR" "logRRdrop" "selogRRdrop" "logRRdropAE" "selogRRdropAE" "exc" "excdrop" "excdropAE"
"197" 86 3 1992 "citalopram" "Licensed" 70 32 19 3 68 -11.51 7.76 20 20 1.2 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"198" 86 3 1992 "citalopram" "Licensed" 64 35 15 3 61 -13.31 9.82 40 40 2.4 40 "cc" 0.179224317379374 0.172947143040046 -0.146776619374543 0.298977476289303 0.0896121586896871 0.797969894407648 FALSE FALSE FALSE
"200" 87 4 1999 "citalopram" "Licensed" 130 61 39 21 128 -9.94 7.51 20 20 1.2 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"201" 87 4 1999 "citalopram" "Licensed" 131 80 39 21 120 -12.22 7.44 40 40 2.4 40 "cc" 0.263489897755001 0.116479814321554 -0.00766287274556914 0.189621084807265 -0.00766287274556925 0.282687459501705 FALSE FALSE FALSE
"202" 87 4 1999 "citalopram" "High" 129 73 50 21 110 -12.05 7.43 60 60 3.6 60 "cc" 0.18730762306899 0.121028207799394 0.25618340539241 0.173772207110981 0.00772204609391032 0.282478051468236 FALSE FALSE FALSE
"210" 91 2 1996 "fluoxetine" "Licensed" 184 123 21 5 161 10.1 8.76 20 20 20 20 "cc" 0 NA 0 NA 0 NA TRUE TRUE TRUE
"211" 91 2 1996 "citalopram" "Licensed" 173 120 24 11 153 9 8.66 20 20 1.2 20 "cc" 0.0369515505208352 0.0724450495523431 0.195175555735729 0.279411139463353 0.850101523475477 0.528861003931644 TRUE TRUE TRUE
"212" 92 2 1997 "fluoxetine" "Licensed" 158 109 45 12 149 11.3 9.64 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"213" 92 2 1997 "citalopram" "Licensed" 158 102 48 15 147 11.5 9.69 40 40 2.4 40 "cc" -0.0663750689448727 0.0794984631746532 0.0645385211375712 0.174348294248766 0.22314355131421 0.370596508553303 FALSE FALSE FALSE
"238" 104 3 2008 "desvenlafaxine" "Licensed" 151 80 34 5 150 -11.5 7.1 20 20 20 50 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"239" 104 3 2008 "desvenlafaxine" "Licensed" 148 75 31 11 147 -10.9 7.15 40 40 40 100 "cc" -0.0444709580867619 0.111597759925032 -0.0723057570802059 0.219751122656889 0.808524923415079 0.526810988492118 FALSE FALSE FALSE
"241" 105 3 2004 "desvenlafaxine" "Licensed" 166 107 17 8 164 -13.16 7.5556866 20 20 20 50 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"242" 105 3 2004 "desvenlafaxine" "Licensed" 158 100 20 11 158 -13.65 7.541883054 40 40 40 100 "cc" -0.0182658931442383 0.083621672327995 0.211911684827351 0.310596714570795 0.367846486448111 0.451171675307192 FALSE FALSE FALSE
"250" 108 4 2009 "desvenlafaxine" "Licensed" 155 58 44 8 148 -9.8 7.76 20 20 20 50 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"251" 108 4 2009 "desvenlafaxine" "Licensed" 160 74 57 11 150 -10.5 7.76 40 40 40 100 "cc" 0.21187338434317 0.134362494471607 0.227112935601709 0.1660407163113 0.286705032803954 0.450785401278552 FALSE FALSE FALSE
"271" 116 3 2015 "desvenlafaxine" "Licensed" 306 131 48 10 291 -11.28 6.733112208 20 20 20 50 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"272" 116 3 2015 "desvenlafaxine" "Licensed" 312 143 59 16 301 -11.67 6.667293304 40 40 40 100 "cc" 0.0682292212016542 0.0902966927297405 0.186918347140727 0.176944578369525 0.450585543388634 0.395002402446697 FALSE FALSE FALSE
"277" 118 4 2004 "desvenlafaxine" "Licensed" 118 50 27 15 114 -10.5 7.04 40 40 40 100 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"278" 118 4 2004 "desvenlafaxine" "Extremely high" 116 46 26 11 116 -9.6 7.1 80 80 80 200 "cc" -0.0662871755797509 0.156983644079324 -0.0206458946235469 0.241667766928518 -0.293060494944539 0.374807272674102 FALSE FALSE FALSE
"289" 121 4 2001 "paroxetine" "Licensed" 89 38 31 10 87 -7.4 6.435891547 23.6 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"287" 121 4 2001 "duloxetine" "Licensed" 84 28 28 13 81 -6.31 6.3 26.4 26.4 26.4 80 "cc" -0.247562078662356 0.19720384942244 -0.0439631234211162 0.21173481827388 0.320183835356317 0.39215094027955 FALSE FALSE FALSE
"293" 122 4 2001 "paroxetine" "Licensed" 87 34 38 10 84 -6.22 7.51542414 23.6 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"291" 122 4 2001 "duloxetine" "Licensed" 91 44 38 10 86 -8.61 7.511630981 26.4 26.4 26.4 80 "cc" 0.212877721439833 0.172208517706241 -0.0449513878622664 0.173632701657246 -0.0449513878622663 0.421327350331575 FALSE FALSE FALSE
"300" 125 4 2004 "paroxetine" "Licensed" 86 63 10 3 85 -10.83 5.531726674 23.6 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"298" 125 4 2004 "duloxetine" "Licensed" 95 60 12 4 93 -10.22 5.496880934 26.4 26.4 26.4 80 "cc" -0.148319759516465 0.10190907601124 0.0827919614469216 0.401471182735592 0.188152477104748 0.749118889474238 FALSE FALSE FALSE
"299" 125 4 2004 "duloxetine" "Licensed" 93 66 9 3 93 -11.06 5.496880934 39.6 39.6 39.6 120 "cc" -0.0317321812648553 0.092972769538956 -0.183612712557574 0.434431255738263 -0.0782521968997483 0.80267432469083 FALSE FALSE FALSE
"307" 128 3 2004 "venlafaxine" "Licensed" 169 81 31 13 166 -10.73 7.0862543 20.25 15 15 75 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"308" 128 3 2004 "venlafaxine" "Licensed" 171 89 37 12 166 -11.02 6.957413312 40.5 30 30 150 "cc" 0.0824223734801148 0.108703822788518 0.165165866579492 0.217990776326587 -0.0918075492531229 0.385345685426374 FALSE FALSE FALSE
"316" 131 4 2006 "paroxetine" "Licensed" 97 59 11 1 97 -10.61 5.712337525 23.6 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"314" 131 4 2006 "duloxetine" "Licensed" 93 60 10 2 93 -11.06 5.689753949 26.4 26.4 26.4 80 "cc" 0.0589186036665083 0.112043976573848 -0.0531986944541979 0.412125131952096 0.735258665910072 1.21611596218348 FALSE FALSE FALSE
"315" 131 4 2006 "duloxetine" "Licensed" 103 69 13 2 102 -11.64 5.554727716 39.6 39.6 39.6 120 "cc" 0.0965510509652871 0.106882598915671 0.107036074936913 0.384466060423511 0.633129170833692 1.21654510141852 FALSE FALSE FALSE
"334" 139 4 2000 "escitalopram" "Licensed" 124 47 29 5 118 -10.2 7.6 22.2 20 12 10 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"336" 139 4 2000 "citalopram" "Licensed" 127 48 34 11 125 -9.9 10.06 40 40 2.4 40 "cc" -0.00285211165572205 0.161775762093555 0.135159173776133 0.21898856465466 0.764551839510716 0.524376352472179 FALSE FALSE FALSE
"335" 139 4 2000 "escitalopram" "Licensed" 128 55 34 13 123 -11.7 8.87 44.4 40 24 20 "cc" 0.125436885207832 0.153562358009594 0.127315996315107 0.219128973888757 0.923762746712856 0.510926668705055 FALSE FALSE FALSE
"345" 142 2 2001 "fluoxetine" "Licensed" 14 NA 2 1 NA NA NA 40 40 40 40 "cc" 0 NA 0 NA 0 NA TRUE FALSE FALSE
"344" 142 2 2001 "escitalopram" "Licensed" 16 NA 1 1 NA NA NA 44.4 40 24 20 "cc" NA NA -0.826678573184468 1.16879058371097 -0.133531392624523 1.36604224992181 TRUE FALSE FALSE
"350" 145 2 2002 "escitalopram" "Licensed" 101 59 29 4 97 -14.9 9 44.4 40 24 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"351" 145 2 2002 "venlafaxine" "Licensed" 101 47 35 16 98 -12.9 9.1 60.75 45 45 225 "cc" -0.227389842195661 0.135734181726763 0.18805223150294 0.207971649496027 1.38629436111989 0.541015729717704 FALSE FALSE FALSE
"367" 152 2 2005 "citalopram" "Licensed" 182 96 30 NA 174 14.2 9.85 20 20 1.2 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE TRUE
"366" 152 2 2005 "escitalopram" "Licensed" 175 104 25 NA 165 13.2 9.85 22.2 20 12 10 "cc" 0.119263420826818 0.0939322099881615 -0.143100843640673 0.249247953100005 NA NA FALSE FALSE TRUE
"369" 153 2 2005 "citalopram" "Licensed" 152 87 25 9 142 -20.3 9.96 40 40 2.4 40 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"368" 153 2 2005 "escitalopram" "Licensed" 142 105 10 4 138 -22.4 9.96 44.4 40 24 20 "cc" 0.256105694747955 0.0860050086205735 -0.848237268629139 0.355497959361868 -0.742876752971313 0.589482748027085 FALSE FALSE FALSE
"371" 154 3 2005 "fluoxetine" "Licensed" 164 61 42 20 164 -14.8 9.96 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"370" 154 3 2005 "escitalopram" "Licensed" 174 78 30 17 173 -15.5 9.96 22.2 20 12 10 "cc" 0.18664609112595 0.131792518873691 -0.395661108011543 0.212833666816286 -0.221707800888106 0.311414261072568 FALSE FALSE FALSE
"382" 159 2 2006 "escitalopram" "Licensed" 232 144 22 NA 228 -20.93 9.96 44.4 40 24 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE TRUE
"383" 159 2 2006 "paroxetine" "Licensed" 227 128 34 NA 223 -19.3 9.96 47.2 40 40 40 "cc" -0.0959956814714761 0.0777258854774 0.457105425442753 0.257197742970714 NA NA FALSE FALSE TRUE
"388" 161 3 2007 "citalopram" "Licensed" 110 90 2 NA 108 -25.19 8.11 20 20 1.2 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE TRUE
"386" 161 3 2007 "escitalopram" "Licensed" 109 103 1 NA 108 -28.7 8.11 22.2 20 12 10 "cc" 0.144051801462643 0.0505433275287073 -0.684014696996673 1.21726528701943 NA NA FALSE FALSE TRUE
"389" 162 2 2008 "fluoxetine" "Licensed" 117 89 17 5 113 9.4 7.4 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"390" 162 2 2008 "escitalopram" "Licensed" 123 94 15 6 118 8.9 6.5 22.2 20 12 10 "cc" 0.00464799196320282 0.0720913523295176 -0.175173563528667 0.3298683165001 0.132311136219293 0.591599169048474 FALSE FALSE FALSE
"400" 167 3 2011 "escitalopram" "Licensed" 100 68 13 2 96 8.7 6.5 22.2 20 12 10 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"399" 167 3 2011 "escitalopram" "Licensed" 105 65 23 14 101 9.9 7.7 44.4 40 24 20 "cc" -0.0939105994499016 0.102794397774135 0.521754694298181 0.317612229406918 1.89711998488588 0.742902928991912 FALSE FALSE FALSE
"403" 168 4 2011 "escitalopram" "Licensed" 121 60 16 5 120 15.6 11 22.2 20 12 10 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"404" 168 4 2011 "escitalopram" "Licensed" 119 55 16 7 119 16.2 10.1 44.4 40 24 20 "cc" -0.070344324504418 0.134835680344743 0.0166670524852116 0.329138535947319 0.353139289106425 0.571129861504971 FALSE FALSE FALSE
"420" 176 3 2009 "escitalopram" "Licensed" 325 116 77 16 319 -11.5 8.93 22.2 20 12 10 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"421" 176 3 2009 "escitalopram" "High" 332 123 93 23 318 -11.6 10.7 62.16 56 33.6 28 "cc" 0.0372843776793018 0.103255991043093 0.167484284712821 0.132856049502316 0.341595707102617 0.316052669028235 FALSE FALSE FALSE
"431" 180 4 NA "fluoxetine" "Licensed" 107 41 37 8 103 -6.23 8.45 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"430" 180 4 NA "fluoxetine" "Licensed" 105 39 43 21 99 -6.04 8.45 40 40 40 40 "cc" -0.0311419362702785 0.176526671149523 0.169150687353721 0.177237798068534 0.98394938034797 0.392108969168922 FALSE FALSE FALSE
"429" 180 4 NA "fluoxetine" "Licensed" 104 34 51 24 97 -5.39 8.45 60 60 60 60 "cc" -0.158773606767613 0.186656983797589 0.349345655400635 0.166354113734449 1.12705022398864 0.384324716429686 FALSE FALSE FALSE
"435" 181 4 NA "fluoxetine" "Licensed" 100 37 38 8 97 -9.78 8.47 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"434" 181 4 NA "fluoxetine" "Licensed" 103 37 41 12 97 -9.58 8.44 40 40 40 40 "cc" -0.0295588022415444 0.185324893605733 0.0464271047363776 0.176060488219378 0.37590630586662 0.434309331547522 FALSE FALSE FALSE
"433" 181 4 NA "fluoxetine" "Licensed" 105 30 58 30 103 -7.2 9.03 60 60 60 60 "cc" -0.258510695151501 0.202080555315327 0.374066686650602 0.155026963010373 1.27296567581289 0.37257150160677 FALSE FALSE FALSE
"512" 219 3 2013 "fluoxetine" "Licensed" 169 40 15 8 168 -6.18 7.39 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"513" 219 3 2013 "fluoxetine" "Licensed" 84 15 7 4 83 -6.25 7.02 40 40 40 40 "cc" -0.281747336931966 0.271743895973012 -0.0630581359671369 0.437837741470209 0.00593473551981453 0.59764377210168 FALSE FALSE FALSE
"560" 242 2 2003 "fluoxetine" "Licensed" 94 54 20 NA 91 11.3 7.52 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE TRUE
"559" 242 2 2003 "fluvoxamine" "Licensed" 90 53 24 NA 86 10 7.52 28 20 20 100 "cc" 0.0247929789275862 0.125048126988647 0.225806668733694 0.264418716590212 NA NA FALSE FALSE TRUE
"561" 243 2 2005 "fluvoxamine" "Licensed" 40 29 1 1 39 7.56 12.31 56 40 40 200 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"562" 243 2 2005 "sertraline" "Licensed" 48 28 3 3 45 11.27 11.33 61.5 60 25.5 150 "cc" -0.217412876605225 0.156088792043638 0.916290731874155 1.13468057179102 0.916290731874155 1.13468057179102 FALSE FALSE FALSE
"568" 247 4 1996 "fluvoxamine" "Licensed" 100 NA 39 27 NA NA NA 28 20 20 100 "cc" 0 NA 0 NA 0 NA TRUE FALSE FALSE
"569" 247 4 1996 "fluvoxamine" "Licensed" 99 NA 50 29 NA NA NA 42 30 30 150 "cc" NA NA 0.258511695152001 0.159812438627334 0.0815092998356464 0.226757106959664 TRUE FALSE FALSE
"576" 250 4 2011 "levomilnacipran" "Licensed" 181 64 51 13 176 -9.6 9.15 26.8 26.8 26.8 40 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"577" 250 4 2011 "levomilnacipran" "Licensed" 181 66 60 26 177 -10.5 9.18 53.6 53.6 53.6 80 "cc" 0.0307716586667537 0.140452096440776 0.162518929497775 0.158823128186721 0.693147180559945 0.323009120037979 FALSE FALSE FALSE
"582" 252 3 2012 "levomilnacipran" "Licensed" 190 83 45 12 185 -14.6 10.75 26.8 26.8 26.8 40 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"583" 252 3 2012 "levomilnacipran" "Licensed" 189 73 47 19 187 -14.4 10.8 53.6 53.6 53.6 80 "cc" -0.123104109547363 0.123258507707697 0.0487621690405826 0.181506624620593 0.464809386479284 0.354133801118955 FALSE FALSE FALSE
"592" 256 3 1991 "milnacipran" "Licensed" 42 31 8 5 41 13.55 9.34 30 30 30 150 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"593" 256 3 1991 "milnacipran" "Licensed" 43 25 1 1 42 14.12 8.43 40 40 40 200 "cc" -0.23864187702714 0.158722168436286 -2.10297203909003 1.03823632292315 -1.63296840984429 1.07374795098151 FALSE FALSE FALSE
"591" 256 3 1991 "fluvoxamine" "Licensed" 41 22 6 5 37 14.69 10.59 56 40 40 200 "cc" -0.31884719954777 0.171793021565812 -0.26358452087272 0.49342365058305 0.0240975515790605 0.593127500869785 FALSE FALSE FALSE
"594" 257 2 1994 "milnacipran" "Licensed" 97 32 23 4 NA NA NA 20 20 20 100 "cc" 0 NA 0 NA 0 NA TRUE TRUE TRUE
"595" 257 2 1994 "fluoxetine" "Licensed" 93 43 18 6 75 14.2 11.6 20 20 20 20 "cc" 0.337575698243963 0.182876590713327 -0.203010972682858 0.279234399568825 0.447576593458291 0.628971144126746 TRUE TRUE TRUE
"598" 259 3 1998 "milnacipran" "Licensed" 100 57 48 6 92 -14.8 9.8 20 20 20 100 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"600" 259 3 1998 "fluoxetine" "Licensed" 100 51 50 12 100 -12.1 10 20 20 20 20 "cc" -0.111225635110224 0.130964509644322 0.0408219945202552 0.144337567297406 0.693147180559945 0.479583152331272 FALSE FALSE FALSE
"599" 259 3 1998 "milnacipran" "Licensed" 100 52 51 10 96 -12.9 11.4 40 40 40 200 "cc" -0.0918075492531227 0.129516905768676 0.0606246218164348 0.142972642385137 0.510825623765991 0.496655480858378 FALSE FALSE FALSE
"602" 260 2 2001 "milnacipran" "Licensed" 57 40 15 1 57 12.1 11.1 20 20 20 100 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"601" 260 2 2001 "fluvoxamine" "Licensed" 56 32 17 4 56 15.5 12.4 56 40 40 200 "cc" -0.205443974214809 0.144391819344914 0.142862720053407 0.300148619140861 1.40399393821929 1.10208847081064 FALSE FALSE FALSE
"605" 262 2 2004 "milnacipran" "Licensed" 149 86 29 17 148 11.9 7.52 20 20 20 100 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"606" 262 2 2004 "paroxetine" "Licensed" 153 91 33 20 151 11.4 7.52 23.6 20 20 20 "cc" 0.0300205948163659 0.0967964919682719 0.10272011603303 0.227020773973063 0.136027314050799 0.30915396213436 FALSE FALSE FALSE
"607" 263 3 2013 "milnacipran" "Licensed" 303 167 63 26 249 9.2 6 20 20 20 100 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"608" 263 3 2013 "milnacipran" "Licensed" 301 171 54 18 255 9.6 6.4 40 40 40 200 "cc" 0.0302922848463981 0.072203794908953 -0.147528139066765 0.166640166893575 -0.361102239364824 0.295625616021139 FALSE FALSE FALSE
"667" 289 2 2005 "fluoxetine" "Licensed" 18 8 3 2 NA NA 7.52 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"666" 289 2 2005 "mirtazapine" "Licensed" 18 12 2 1 NA NA 7.52 23.7 20.1 20.1 30 "cc" 0.405465108108164 0.311804782231162 -0.405465108108164 0.849836585598797 -0.693147180559945 1.17851130197758 FALSE FALSE FALSE
"670" 291 2 2006 "mirtazapine" "Licensed" 130 72 39 22 127 -11.6 6.2 35.55 30.15 30.15 45 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"671" 291 2 2006 "venlafaxine" "Licensed" 128 62 47 29 115 -12.3 6.2 60.75 45 45 225 "cc" -0.134027547434999 0.120470384139197 0.202090142116378 0.177236603706454 0.291757563164123 0.253835569577881 FALSE FALSE FALSE
"673" 292 4 2009 "mirtazapine" "Licensed" 70 45 16 5 66 -13.8 6.9 23.7 20.1 20.1 30 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"674" 292 4 2009 "mirtazapine" "Licensed" 71 41 17 1 69 -11.9 7.6 35.55 30.15 30.15 45 "cc" -0.107275058057968 0.135063854515905 0.0464399868244783 0.304882449615908 -1.62362254742606 1.08241848592494 FALSE FALSE FALSE
"676" 293 3 2001 "mirtazapine" "Licensed" 210 78 75 23 NA NA NA 35.55 30.15 30.15 45 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"677" 293 3 2001 "fluoxetine" "Licensed" 210 80 42 12 179 12.3 7.08 60 60 60 60 "cc" 0.0253178079842898 0.125684936634043 -0.579818495252942 0.166189793967763 -0.650587566141149 0.342473042266233 FALSE FALSE FALSE
"681" 294 5 1990 "mirtazapine" "Licensed" 30 10 18 12 28 -7.3 7.7 23.7 20.1 20.1 30 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"682" 294 5 1990 "mirtazapine" "Extremely high" 30 8 23 15 30 -8.1 7.7 47.4 40.2 40.2 60 "cc" -0.22314355131421 0.397911212877111 0.245122458032985 0.179908726187626 0.22314355131421 0.288675134594813 FALSE FALSE FALSE
"685" 295 4 1998 "mirtazapine" "Licensed" 70 27 24 13 69 14.6 8.2 23.7 20.1 20.1 30 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"686" 295 4 1998 "mirtazapine" "Licensed" 70 28 27 15 69 15.5 8.7 35.55 30.15 30.15 45 "cc" 0.0363676441708748 0.210190138160415 0.117783035656383 0.223902378576636 0.143100843640673 0.339143502102451 FALSE FALSE FALSE
"692" 298 2 2003 "mirtazapine" "Licensed" 140 70 39 22 127 -12.6 7 35.55 30.15 30.15 45 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"693" 298 2 2003 "venlafaxine" "Licensed" 135 56 47 29 115 -11.7 7.6 60.75 45 45 225 "cc" -0.186775907143335 0.132637070959037 0.222953599751287 0.179909301692386 0.312621020799033 0.25570889606146 FALSE FALSE FALSE
"698" 301 2 2013 "mirtazapine" "Licensed" 24 NA NA NA NA 17.25 3.03 23.7 20.1 20.1 30 "cc" 0 NA 0 NA 0 NA TRUE TRUE TRUE
"699" 301 2 2013 "citalopram" "Licensed" 28 NA NA NA NA 20.64 3 40 40 2.4 40 "cc" NA NA NA NA NA NA TRUE TRUE TRUE
"815" 354 2 1991 "fluoxetine" "Licensed" 87 54 33 5 87 -16.85 11.1 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"814" 354 2 1991 "paroxetine" "Licensed" 89 53 25 6 89 -16.76 10.92 23.6 20 20 20 "cc" -0.0414203840897087 0.121062938660341 -0.300359987675835 0.218111949175847 0.159593305716398 0.586460960965795 FALSE FALSE FALSE
"819" 356 2 1992 "fluoxetine" "Licensed" 62 35 9 5 61 -15.7 9.5 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"818" 356 2 1992 "paroxetine" "Licensed" 60 41 7 5 60 -16.4 8.4 23.6 20 20 20 "cc" 0.191013828037885 0.14200694894665 -0.218524605457915 0.470289862790516 0.0327898228229908 0.605973845207257 FALSE FALSE FALSE
"827" 360 5 1992 "paroxetine" "Licensed" 106 48 41 16 104 -11.37 8.45 23.6 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"828" 360 5 1992 "paroxetine" "Licensed" 104 45 44 24 99 -9.98 8.45 35.4 30 30 30 "cc" -0.0454903261668767 0.154939370968195 0.0896657621846478 0.167535577565412 0.424513303078859 0.291748727138836 FALSE FALSE FALSE
"829" 360 5 1992 "paroxetine" "Licensed" 106 42 41 18 100 -9.9 8.45 47.2 40 40 40 "cc" -0.133531392624523 0.160545733716456 0 0.172952488494893 0.117783035656383 0.314940678584481 FALSE FALSE FALSE
"842" 366 2 1994 "fluoxetine" "Licensed" 70 32 27 8 68 12.6 9.07 20 20 20 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"841" 366 2 1994 "paroxetine" "Licensed" 68 33 21 6 64 12 9.6 23.6 20 20 20 "cc" 0.0597591955400059 0.180447869658732 -0.222326891407654 0.235933227879053 -0.258694535578529 0.512518360674046 FALSE FALSE FALSE
"878" 381 5 2001 "citalopram" "Licensed" 107 54 17 5 104 -15 10.2 20 20 1.2 20 "cc" 0 NA 0 NA 0 NA FALSE FALSE FALSE
"876" 381 5 2001 "paroxetine" "Licensed" 103 43 23 9 97 -13.8 10.83 29.5 25 25 25 "cc" -0.189684084638442 0.150730886733296 0.340380718105204 0.288526009269059 0.625886511134389 0.540422592842407 FALSE FALSE FALSE
"879" 381 5 2001 "citalopram" "Licensed" 100 48 26 5 95 -15.3 10.72 40 40 2.4 40 "cc" -0.0501243871825686 0.141442770968786 0.492541842439081 0.279176061797533 0.0676586484738149 0.616971802927392 FALSE FALSE FALSE
"1011" 442 4 NA "sertraline" "Licensed" 26 NA 9 NA NA NA NA 20.5 20 8.5 50 "cc" 0 NA 0 NA 0 NA TRUE FALSE TRUE
